idx,DATA,Zona,Módulo,Código,Loc. Fina+Causa parada OU defeito API,Num,Duração,Carros,Comentário,O. T.,Desc_Zona,FAMÍLIA EQUIPAMENTO,Desc_Acc
2541,23/06/2022,RF2_Z1,P1RBPOINT,BD5,Colagem eletrodo + Nº pt,1,4.605,4.15,colagem eletrodos após troca,,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Colagem eletrodo + Nº pt
2542,23/06/2022,RF2_Z1,Q0CMBACCUS,D2Z,Outra parada sensor,1,2.010,1.81,sensor de evacuação solto,,,12 - Transportador,RF2_Z1 - Q0CMBACCUS - Outra parada sensor
2543,23/06/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,2,0.880,0.79,palete travado no carregamento,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2544,24/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,6,5.309,4.79,Falha na abertura do batente BA2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2545,24/06/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,1.825,1.65,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2546,27/06/2022,RF2_Z1,P3RBPOINT,BD5,Colagem eletrodo + Nº pt,5,21.618,19.49,Escape de eletrodo durante solda HJD,,,4 - Pinças robô,RF2_Z1 - P3RBPOINT - Colagem eletrodo + Nº pt
2547,27/06/2022,RF2_Z1,P1RBPOINT,L22,Controlador de fluxo,1,8.835,7.95,Colagem de eletrodos,1032803436,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Controlador de fluxo
2548,27/06/2022,RF1_Z1,U0RBMANUT,D71,Problema rede API,2,4.556,4.11,Defeito barramento PROFINET,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF1_Z1 - U0RBMANUT - Problema rede API
2549,29/06/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,4,14.650,13.19,V0C Alarme esteira parada (tec. em assembl,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2550,29/06/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,1,0.712,0.64,Pallet 23 travado descarregamento BA2 aber,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2551,30/06/2022,RF2_Z1,J4RBPOINT,L41,Eletrodos fixados,5,17.237,13.50,Falhas de espessura após troca,,,4 - Pinças robô,RF2_Z1 - J4RBPOINT - Eletrodos fixados
2552,30/06/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,2,1.757,1.38,V0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2553,30/06/2022,RF2_Z1,Q0CMBACCUS,EQ3,Pb alinhamento suporte Nº suporte,1,0.980,0.77,cabide 7 travado no batente 8,,,12 - Transportador,RF2_Z1 - Q0CMBACCUS - Pb alinhamento suporte Nº suporte
2554,01/07/2022,RF2_Z1,W0CMBACCUS,B6X,Suporte travado + Nº suporte,1,13.903,12.51,Pallet 4 travado no retorno após descarreg,1032826393,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Suporte travado + Nº suporte
2555,01/07/2022,RF2_Z1,W0CMBACCUS,B67,Pista rolamento contaminada,1,3.282,2.95,Pallete 04 travou no descarregamento,1032826710,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Pista rolamento contaminada
2556,01/07/2022,RF1_Z1,T0CMBACCUS,E21,Motor HS,1,1.077,0.97,Falha desarme da esteira,,,12 - Transportador,RF1_Z1 - T0CMBACCUS - Motor HS
2557,04/07/2022,RF1_Z1,T0DMBACCUS,EP5,Suporte HS + Nº suporte,1,7.108,6.52,FALHA NA EVACUAÇÃO PALLET 6,1032852148,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Suporte HS + Nº suporte
2558,05/07/2022,RF1_Z1,F0RBMA_PT,PB7,Limitação intensidade de corrente,1,20.463,17.05,tempo de solda interrompido/falta de corre,1032853791,,4 - Pinças robô,RF1_Z1 - F0RBMA_PT - Limitação intensidade de corrente
2559,05/07/2022,RF2_Z1,W0CMBACCUS,EP5,Suporte HS + Nº suporte,1,3.950,3.62,PALLET 4 TRAVADO NO DESCARREGAMENTO,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Suporte HS + Nº suporte
2560,05/07/2022,RF1_Z1,G0F,B64,Pb position,1,1.585,1.45,FALHA POSIÇÃO DA MESA,,,1 - Dispositivos,RF1_Z1 - G0F - Pb position
2561,06/07/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,2,2.868,2.39,palete travado,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2562,07/07/2022,RF1_Z1,G0LOC2,F12,Cabo robo com defeito,3,52.447,43.71,Cabo do encoder locator 4 danificado,,,1 - Dispositivos,RF1_Z1 - G0LOC2 - Cabo robo com defeito
2563,07/07/2022,RF1_Z1,G0LOC4,F03,Cabo de sinais,4,29.747,27.29,cabo incoder G0LOC4 eixo Z degradado,,,1 - Dispositivos,RF1_Z1 - G0LOC4 - Cabo de sinais
2564,07/07/2022,RF2_Z1,J01LOC,A61,Causa desconhecida,1,9.920,8.27,ABERTURA DO PORTÃO DE FORMA IRREGULAR,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF2_Z1 - J01LOC - Causa desconhecida
2565,07/07/2022,RF2_Z1,W0CMBACCUS,S81,Falha travamento suporte,1,2.468,2.06,Esteira travada,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Falha travamento suporte
2566,08/07/2022,RF1_Z1,T0CMBACCUS,B6X,Suporte travado + Nº suporte,1,10.452,9.59,falha abertura batente 8,1032861442,,12 - Transportador,RF1_Z1 - T0CMBACCUS - Suporte travado + Nº suporte
2567,08/07/2022,RF1_Z1,G0F,E0D,Dur mecânica eixo intermediário de ângulo,1,8.522,7.10,G0F Ajuste Angular fora da tolerância,,,1 - Dispositivos,RF1_Z1 - G0F - Dur mecânica eixo intermediário de ângulo
2568,08/07/2022,RF2_Z1,W0CMBACCUS,EP5,Suporte HS + Nº suporte,1,4.193,3.85,pallet 4 atravessou no descarregamento,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Suporte HS + Nº suporte
2569,11/07/2022,RF2_Z1,W0CMBACCUS,EP5,Suporte HS + Nº suporte,4,6.374,5.85,pallet 7  enroscado batente1,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Suporte HS + Nº suporte
2570,11/07/2022,RF2_Z1,W0DMBACCUS,EQ4,Suporte HS + Nº suporte,2,4.468,4.10,incersão pallet 4 revisado,,,19 - Skid / Pallet,RF2_Z1 - W0DMBACCUS - Suporte HS + Nº suporte
2571,11/07/2022,RF2_Z1,Q1CMBACCUA,B7Z,Outra parada mecânica,4,0.169,0.16,sem impacto,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Outra parada mecânica
2572,12/07/2022,RF1_Z1,T0DMBACCUS,EPQ,Pb alinhamento arestas,5,17.278,14.40,falha abertura stopper 8,,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Pb alinhamento arestas
2573,12/07/2022,RF1_Z1,T0DMBACCUS,EP5,Suporte HS + Nº suporte,1,3.272,2.85,pallet trava batente 8,,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Suporte HS + Nº suporte
2574,12/07/2022,RF2_Z1,Q0CMBACCUS,B6X,Suporte travado + Nº suporte,2,1.589,1.32,Cabide 7 travado no carregamento,,,12 - Transportador,RF2_Z1 - Q0CMBACCUS - Suporte travado + Nº suporte
2575,12/07/2022,RF2_Z1,Q1CMBACCUA,EP5,Suporte HS + Nº suporte,1,1.458,1.27,PELLET ENROSCADO,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte HS + Nº suporte
2576,13/07/2022,RF1_Z1,T0DMBACCUS,EQ4,Suporte HS + Nº suporte,2,26.672,24.47,falha na pega robo U0 variação no pallet 2,,,19 - Skid / Pallet,RF1_Z1 - T0DMBACCUS - Suporte HS + Nº suporte
2577,13/07/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,2,3.310,2.76,palete travdo carregamento,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2578,14/07/2022,RF2_Z1,V0CMBACCUS,B0M,Suporte etiqueta mal ajustado,3,9.845,9.03,pallet 5 travado no descarregamento,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte etiqueta mal ajustado
2579,14/07/2022,RF2_Z1,V0CMBACCUS,B6X,Suporte travado + Nº suporte,5,5.943,4.95,palete travado no descarregamento,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte travado + Nº suporte
2580,14/07/2022,RF2_Z1,Q1CMBACCUA,B6X,Suporte travado + Nº suporte,2,0.983,0.82,Q1C Def. stopper 2,,,12 - Transportador,RF2_Z1 - Q1CMBACCUA - Suporte travado + Nº suporte
2581,15/07/2022,RF2_Z1,V0CMBACCUS,EP5,Suporte HS + Nº suporte,4,7.043,6.18,pallet 10 travado,,,12 - Transportador,RF2_Z1 - V0CMBACCUS - Suporte HS + Nº suporte
2582,15/07/2022,RF2_Z1,X0RBMANUT,B0V,Falha ligação elétrica,2,6.630,5.82,Def. barramento PROFINET ROBO X0..,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF2_Z1 - X0RBMANUT - Falha ligação elétrica
2583,22/08/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,2.763,2.39,falha de sinal de avanço abatan 2 (D02),,,1 - Dispositivos,RF1_Z1 - D0RBMA_PT - Basculante
2584,22/08/2022,RF1_Z1,G2RBPOINT,BDA,Pb pince,6,2.494,2.16,folga no braço móvel. OT Nº1033190702,,,4 - Pinças robô,RF1_Z1 - G2RBPOINT - Pb pince
2585,22/08/2022,RF2_Z1,L1RBMA_GO,U1W,Erro 127: Alimentador: Elevação off ilícito (Timeo,1,1.152,1.00,falha de elevação.,,,9 - Tucker,RF2_Z1 - L1RBMA_GO - Erro 127: Alimentador: Elevação off ilícito (Timeo
2586,23/08/2022,RF2_Z1,X0RBMANUT,D7Z,Outra parada Pb rede API,4,3.962,3.45,Falha de comunicação profinet,,,6 - Robôs,RF2_Z1 - X0RBMANUT - Outra parada Pb rede API
2587,23/08/2022,RF1_Z1,T0DMBACCUS,I3Z,Outra falha Sensores,1,2.055,1.78,sensor de descarregamento não atuado,,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Outra falha Sensores
2588,23/08/2022,RF1_Z1,T0DMBACCUS,EPQ,Pb alinhamento arestas,1,1.618,1.41,Ajuste do acionador pallet 5,,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Pb alinhamento arestas
2589,23/08/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,1.320,1.15,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2590,24/08/2022,RF1_Z1,G2RBPOINT,QC3,Junta ferramenta cera HS,1,1.483,1.29,colisão de junta durante a solda.,,,4 - Pinças robô,RF1_Z1 - G2RBPOINT - Junta ferramenta cera HS
2591,24/08/2022,RF1_Z1,G2RBPOINT,L36,Pb espessura fresa,1,0.570,0.50,Falha de espessura durante fresagem,,,4 - Pinças robô,RF1_Z1 - G2RBPOINT - Pb espessura fresa
2592,25/08/2022,RF1_Z1,G0LOC2,EPH,Pb posição,12,7.346,6.49,Falhas de perda de posição G0 LOC4,,,1 - Dispositivos,RF1_Z1 - G0LOC2 - Pb posição
2593,25/08/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,1.455,1.32,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2594,25/08/2022,RF1_Z1,A1RIDPROT,LN2,Acionador de comando,1,1.215,1.10,Botão de validação travado,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF1_Z1 - A1RIDPROT - Acionador de comando
2595,26/08/2022,RF2_Z1,P1RBPOINT,BD7,Colagem eletrodo (Manut),1,3.687,3.23,Colagem de eletrodo,,,4 - Pinças robô,RF2_Z1 - P1RBPOINT - Colagem eletrodo (Manut)
2596,26/08/2022,RF2_Z1,Q0CMBACCUS,B0H,Leitura / escrita pb,1,0.305,0.27,Falha na leitra da tag,,,12 - Transportador,RF2_Z1 - Q0CMBACCUS - Leitura / escrita pb
2597,26/08/2022,RF1_Z1,G0LOC2,EPH,Pb posição,1,0.273,0.24,Falha na posição do locator 4,,,1 - Dispositivos,RF1_Z1 - G0LOC2 - Pb posição
2598,26/08/2022,RF2_Z1,X0RBMANUT,D7Z,Outra parada Pb rede API,1,0.237,0.21,Defeito barramento PROFINET durante troca,,,6 - Robôs,RF2_Z1 - X0RBMANUT - Outra parada Pb rede API
2599,29/08/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,1.650,1.43,Falha no avanço do basculante,,,1 - Dispositivos,RF1_Z1 - D0RBMA_PT - Basculante
2600,29/08/2022,RF1_Z1,A02MONMANU,B06,Câmera desregulada,4,1.449,1.26,falha camera,,,1 - Dispositivos,RF1_Z1 - A02MONMANU - Câmera desregulada
2601,29/08/2022,RF2_Z1,L1RBMA_GO,U02,Erro 2: Nenhum PSP,1,1.285,1.11,pino travado na gaveta separadora,,,9 - Tucker,RF2_Z1 - L1RBMA_GO - Erro 2: Nenhum PSP
2602,30/08/2022,RF1_Z1,G0LOC2,EPH,Pb posição,22,19.879,17.29,Falha de posição Loc 4,,,1 - Dispositivos,RF1_Z1 - G0LOC2 - Pb posição
2603,30/08/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,1.693,1.47,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2604,30/08/2022,RF1_Z1,A01MONMANU,,Z1: A01 Def. movimento PLB,1,0.643,0.56,,,,1 - Dispositivos,RF1_Z1 - A01MONMANU - Z1: A01 Def. movimento PLB
2605,30/08/2022,RF1_Z1,C2RBPOINT,,DEF. CONTROLADOR DE SOLDA,1,0.407,0.35,,,,4 - Pinças robô,RF1_Z1 - C2RBPOINT - DEF. CONTROLADOR DE SOLDA
2606,01/09/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,3.812,3.30,falha de posição do abatan D02,,,1 - Dispositivos,RF1_Z1 - D0RBMA_PT - Basculante
2607,01/09/2022,RF2_Z1,K0RBM_P_G,U08,Erro 13: SMPS: Nenhuma elevação,2,2.029,1.76,Falha de elevação,,,9 - Tucker,RF2_Z1 - K0RBM_P_G - Erro 13: SMPS: Nenhuma elevação
2608,01/09/2022,RF2_Z1,L2RBMA_GO,U08,Erro 13: SMPS: Nenhuma elevação,1,1.017,0.88,Falha de elevação,,,9 - Tucker,RF2_Z1 - L2RBMA_GO - Erro 13: SMPS: Nenhuma elevação
2609,02/09/2022,RF1_Z1,T0DMBACCUS,EQ3,Pb alinhamento suporte Nº suporte,1,5.287,4.60,Desacoplamento do pallet 2 ,1033268020,,19 - Skid / Pallet,RF1_Z1 - T0DMBACCUS - Pb alinhamento suporte Nº suporte
2610,02/09/2022,RF2_Z1,K0RBM_P_G,U03,Erro 3: Cabeça de soldadura não está na posição-R,1,2.433,2.12,Falha no recuo do carro da pistola,,,9 - Tucker,RF2_Z1 - K0RBM_P_G - Erro 3: Cabeça de soldadura não está na posição-R
2611,05/09/2022,RF1_Z1,T0DMBACCUS,EQ3,Pb alinhamento suporte Nº suporte,1,8.552,7.41,palete travado antes do stopper 9,1033294748,,19 - Skid / Pallet,RF1_Z1 - T0DMBACCUS - Pb alinhamento suporte Nº suporte
2612,05/09/2022,RF2_Z1,W0CMBACCUS,B0H,Leitura / escrita pb,1,2.642,2.30,Falha na escrita na tag pallet 1,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Leitura / escrita pb
2613,05/09/2022,RF1_Z1,H0RBMA_PT,D7Z,Outra parada Pb rede API,1,0.203,0.18,Defeito barramento PROFINET,,,6 - Robôs,RF1_Z1 - H0RBMA_PT - Outra parada Pb rede API
2614,06/09/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,2,1.924,1.67,Falha no avanço do basculante D03,,,1 - Dispositivos,RF1_Z1 - D0RBMA_PT - Basculante
2615,07/09/2022,RF1_Z1,T0DMBACCUS,BDW,Pb suporte ou ponta,1,1.955,1.69,espaçador quebrado: palete6,,,19 - Skid / Pallet,RF1_Z1 - T0DMBACCUS - Pb suporte ou ponta
2616,08/09/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,5.082,4.42,Falha abatan.  ROBO FORA POTENCIA.,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2617,08/09/2022,RF1_Z1,A02MONMANU,B06,Câmera desregulada,3,0.607,0.53,falha camera,,,1 - Dispositivos,RF1_Z1 - A02MONMANU - Câmera desregulada
2618,29/07/2022,RF1_Z1,T1RIDPROT,I3Z,Outra falha Sensores,1,0.203,0.18,sensor sick gerando intrusão,1033026839,,15 - Ilha (Sw: armário: instalação elétrica geral),RF1_Z1 - T1RIDPROT - Outra falha Sensores
2619,02/08/2022,RF2_Z1,M0MONAUTO,BA2,Erro diversidade peça,1,15.877,13.81,FALHA DE EDISCORDANCIA RECALAGE,1033050483,,15 - Ilha (Sw: armário: instalação elétrica geral),RF2_Z1 - M0MONAUTO - Erro diversidade peça
2620,03/08/2022,RF1_Z1,G0MONAUTO,EPH,Pb posição,1,11.602,10.09,Falha na posição do da mesa sopap,1033051133,,5 - Gripper,RF1_Z1 - G0MONAUTO - Pb posição
2621,04/08/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,0.975,0.85,Falha no avanço do basculante,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2622,05/08/2022,RF1_Z1,U0RBMANUT,D7Z,Outra parada Pb rede API,1,0.203,0.18,Defeito barramento PROFINET U0,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF1_Z1 - U0RBMANUT - Outra parada Pb rede API
2623,08/08/2022,RF2_Z1,W0CMBACCUS,B67,Pista rolamento contaminada,4,3.187,2.76,Pallets enrroscando na subida para BA2,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Pista rolamento contaminada
2624,09/08/2022,RF2_Z1,J02LOC,D83,Defeito de conexão da rede,1,19.638,18.02,Defeito barramento PROFINET J02 LOC2,1033095979,,15 - Ilha (Sw: armário: instalação elétrica geral),RF2_Z1 - J02LOC - Defeito de conexão da rede
2625,09/08/2022,RF2_Z1,W0CMBACCUS,E08,Bloqueio mecânico redutor,1,0.915,0.84,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Bloqueio mecânico redutor
2626,10/08/2022,RF1_Z1,T0DMBACCUS,B0O,Pb reconhecimento suporte,1,4.837,4.43,falha na atuação do sensor de descarregame,,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Pb reconhecimento suporte
2627,11/08/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,2.740,2.51,flalha posição do abatan,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2628,11/08/2022,RF2_Z1,W0CMBACCUS,B0H,Leitura / escrita pb,1,0.677,0.62,Falha na escrita do pallet 1,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Leitura / escrita pb
2629,11/08/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,0.675,0.62,Falha no avanço do basculante,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2630,12/08/2022,RF1_Z1,A02MONMANU,B07,Câmera contaminada,1,0.442,0.41,CAMERA SUJA,,,18 - Mesas,RF1_Z1 - A02MONMANU - Câmera contaminada
2631,15/08/2022,RF1_Z1,T0DMBACCUS,LS1,Bloqueio mecânico,1,3.778,3.27,bloqueio transportador: reset Ok,,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Bloqueio mecânico
2632,15/08/2022,RF2_Z1,K0RBM_P_G,D71,Problema rede API,1,3.210,2.79,Limpeza dos conectores profinet ,,,15 - Ilha (Sw: armário: instalação elétrica geral),RF2_Z1 - K0RBM_P_G - Problema rede API
2633,15/08/2022,RF1_Z1,T0DMBACCUS,B0O,Pb reconhecimento suporte,1,2.392,2.07,falha no descarregamento BA8,,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Pb reconhecimento suporte
2634,15/08/2022,RF1_Z1,U0RBMANUT,I32,Sensor (ajuste),1,1.212,1.05,Sensor fora de posição,,,5 - Gripper,RF1_Z1 - U0RBMANUT - Sensor (ajuste)
2635,16/08/2022,RF1_Z1,E2RBPOINT,E35,Quebra elemento mecânico,3,29.046,25.26,Quebra dos parafusos raquete feixe de cabo,1033142753,,6 - Robôs,RF1_Z1 - E2RBPOINT - Quebra elemento mecânico
2636,12/09/2022,RF1_Z1,G0MONAUTO,I32,Sensor (ajuste),2,5.320,4.63,Sensor DPP11 plancher BBB fora de posição,,,1 - Dispositivos,RF1_Z1 - G0MONAUTO - Sensor (ajuste)
2637,14/09/2022,RF1_Z1,T0DMBACCUS,B6X,Suporte travado + Nº suporte,4,21.939,19.08,Travamento do pallet 6 com eixo torto,,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Suporte travado + Nº suporte
2638,14/09/2022,RF1_Z1,T0CMBACCUS,B06,Câmera desregulada,1,0.135,0.12,falha camera,,,12 - Transportador,RF1_Z1 - T0CMBACCUS - Câmera desregulada
2639,15/09/2022,RF1_Z1,G0MONAUTO,CV2,Geometria do produto,1,1.750,1.52,Def. geometria da peça,,,5 - Gripper,RF1_Z1 - G0MONAUTO - Geometria do produto
2640,16/09/2022,RF1_Z1,F0RBMA_PT,BD5,Colagem eletrodo + Nº pt,1,16.760,14.53,Colagem pos troca de eletrodo,1033371574,,4 - Pinças robô,RF1_Z1 - F0RBMA_PT - Colagem eletrodo + Nº pt
2641,16/09/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,3,15.469,13.45,OT: 1033371 falha abatan,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2642,16/09/2022,RF1_Z1,U0RBMANUT,CV2,Geometria do produto,1,3.503,3.04,Def. geometria da peça,,,5 - Gripper,RF1_Z1 - U0RBMANUT - Geometria do produto
2643,16/09/2022,RF1_Z1,T0DMBACCUS,LME,Suporte tocha quebrado,1,2.597,2.25,Retira de pallet,,,12 - Transportador,RF1_Z1 - T0DMBACCUS - Suporte tocha quebrado
2644,18/08/2022,RF1_Z1,T0CMBACCUS,B6X,Suporte travado + Nº suporte,1,6.305,5.46,Pallet 5 com eixo torto,1033144801,,19 - Skid / Pallet,RF1_Z1 - T0CMBACCUS - Suporte travado + Nº suporte
2645,18/08/2022,RF1_Z1,T0CMBACCUS,E08,Bloqueio mecânico redutor,1,1.385,1.20,Def. de segurança rack (bloq. de seg. op),,,12 - Transportador,RF1_Z1 - T0CMBACCUS - Bloqueio mecânico redutor
2646,18/08/2022,RF1_Z1,G0F,EPH,Pb posição,1,1.145,0.99,Falha na posição da mesam G0F,,,1 - Dispositivos,RF1_Z1 - G0F - Pb posição
2647,18/08/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,0.777,0.67,falha de abatan,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2648,19/08/2022,RF1_Z1,T0CMBACCUS,DQ3,Disjuntor do motor aberto,1,2.093,1.82,Desarme motor esteira T0,,,12 - Transportador,RF1_Z1 - T0CMBACCUS - Disjuntor do motor aberto
2649,19/08/2022,RF2_Z1,Q0CMBACCUS,E0J,Dur mecânica,1,1.760,1.53,Q0C Def. stopper 6,,,12 - Transportador,RF2_Z1 - Q0CMBACCUS - Dur mecânica
2650,19/08/2022,RF2_Z1,W0CMBACCUS,B0H,Leitura / escrita pb,1,1.117,0.97,Falha na escrita da tag,,,19 - Skid / Pallet,RF2_Z1 - W0CMBACCUS - Leitura / escrita pb
2651,20/09/2022,RF1_Z1,G0MONAUTO,BA2,Erro diversidade peça,1,14.788,12.82,Def. casamento (mariage) 03.61,1033402054,,1 - Dispositivos,RF1_Z1 - G0MONAUTO - Erro diversidade peça
2652,20/09/2022,RF1_Z1,H0RBMA_PT,G6Z,Outras parada piloto,1,8.445,7.32,PLE 2 travado no avanço deformou peça,,,5 - Gripper,RF1_Z1 - H0RBMA_PT - Outras parada piloto
2653,20/09/2022,RF2_Z1,M0MONAUTO,G12,Estrutura / suporte Deformado,1,1.180,1.02,PLE 2 travado no avanço deformou peça,,,1 - Dispositivos,RF2_Z1 - M0MONAUTO - Estrutura / suporte Deformado
2654,21/09/2022,RF1_Z1,D0RBMA_PT,DMZ,Outra parada Potência,1,3.067,2.66,robo fora potencia,,,6 - Robôs,RF1_Z1 - D0RBMA_PT - Outra parada Potência
2655,22/09/2022,RF1_Z1,D0RBMA_PT,BD1,Basculante,1,2.732,2.38,Falha no avanço do basculante D02,,,2 - Fresa de robô,RF1_Z1 - D0RBMA_PT - Basculante
2656,22/09/2022,RF1_Z1,F0RBMA_PT,I3Z,Outra falha Sensores,1,2.055,1.79,Parafuso da base do sensor solto,,,1 - Dispositivos,RF1_Z1 - F0RBMA_PT - Outra falha Sensores
2657,22/09/2022,RF2_Z1,K0RBM_P_G,BD1,Basculante,1,1.887,1.64,Falha no avanço do basculante,,,2 - Fresa de robô,RF2_Z1 - K0RBM_P_G - Basculante
2658,23/09/2022,RF2_Z1,W0CMBACCUS,CYZ,Outra parada ajuste,1,4.847,4.20,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Outra parada ajuste
2659,23/09/2022,RF2_Z1,W0CMBACCUS,E4Z,Outra parada rolete / roda rolagem,1,2.053,1.78,W0C Alarme esteira parada,1033423880,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Outra parada rolete / roda rolagem
2660,23/09/2022,RF2_Z1,W0CMBACCUS,E04,Limitador HS,4,1.891,1.64,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Limitador HS
2661,23/09/2022,RF2_Z1,W0CMBACCUS,E21,Motor HS,1,0.977,0.85,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Motor HS
2662,23/09/2022,RF2_Z1,W0CMBACCUS,B0U,Estabilidade suporte sensor,1,0.538,0.47,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Estabilidade suporte sensor
2663,23/09/2022,RF2_Z1,W0CMBACCUS,E41,Rolete / roda rolagem HS,1,0.372,0.32,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Rolete / roda rolagem HS
2664,23/09/2022,RF2_Z1,W0CMBACCUS,E2Z,Outra parada motor,1,0.370,0.32,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Outra parada motor
2665,23/09/2022,RF2_Z1,W0CMBACCUS,E0U,Reparação correia transportadora,1,0.302,0.26,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Reparação correia transportadora
2666,23/09/2022,RF2_Z1,W0CMBACCUS,B78,Réparat. bande transport.,1,0.202,0.18,W0C Alarme esteira parada,,,12 - Transportador,RF2_Z1 - W0CMBACCUS - Réparat. bande transport.
2667,27/09/2022,RF2_Z1,P2RBPOINT,E35,Quebra elemento mecânico,4,15.806,13.74,Quebra parafuso chaveta porta eletrodo móv,,,4 - Pinças robô,RF2_Z1 - P2RBPOINT - Quebra elemento mecânico
